uniprot_ids,endothelial,astrocyte,microglia,neuron,oligodendrocyte
P04217,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q9NQ94,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q9BVM4,-0.5708960445626362,1.9819068328582032,-0.2366121114252172,-0.5708960445626362,-0.6035026323077138
P01023,0.5554038596753385,-0.8316370824085465,1.7136089937064463,-0.8420288337127888,-0.5953469372604491
A8K2U0,-0.4660229348834853,1.9996230953761462,-0.5243273214429756,-0.49773972583766674,-0.5115331132120187
Q9NPC4,1.9905131558930393,-0.4115927843532012,-0.44730020548820737,-0.4473002054882076,-0.6843199605634241
Q9UNA3,-0.3592150313798669,1.113444506046423,1.1109560467012423,-0.3592150313798669,-1.5059704899879371
Q9NRG9,0.7353680916937501,1.5656528251049084,-0.9676421922012689,-0.9689178993589396,-0.364460825238451
Q86V21,-1.1343191058764386,0.4495832023368881,-0.5961947600738872,1.7210566596888293,-0.4401259960753917
P22760,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q6P093,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q5VUY0,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q5VUY2,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q8N5Z0,-0.9755176027401978,1.628850834919726,-1.0384133704605865,0.5409397533573311,-0.155859615076273
Q6PD74,-1.1701316041311733,0.14027690576569496,-0.06204001106934532,1.7729657790906663,-0.6810710696558415
Q2M2I8,-0.7109146779754786,-0.4515122884699591,-0.09090105414976972,1.9489836404834284,-0.6956556198882217
Q13685,-1.9545201541480983,0.8756694028317673,0.40326581934182365,0.44320414173576467,0.23238079023874358
Q16613,-0.4557806878852775,-0.45578068788527765,1.995536065688331,-0.4557806878852775,-0.6281940020324982
P49588,-1.4132518997226053,1.0335044112154088,-0.8117348964765023,1.1276523791141086,0.06383000586959012
Q5JTZ9,-0.16374448175098366,1.6554331619498501,-1.0462956324903065,0.49799992992184366,-0.9433929776304096
Q9BTE6,-0.8309718016220465,-0.08249028593835825,-0.5621501612385976,1.9415404512863381,-0.4659282024873352
Q4L235,-1.146749600265361,1.6964850398457225,-0.7378526007508284,0.44390381084621067,-0.2557866496757445
Q9NRN7,-0.7513392830772218,-0.3431549726486493,-0.6797454041119334,1.955229596462007,-0.1809899366242027
Q9UDR5,-0.778513093279178,1.8775653623183182,-0.41219896414518886,-0.8245056254603109,0.1376523205663589
Q9NY61,-1.258894215130344,-0.6973704660718648,0.2587286874875859,0.005825226126501284,1.6917107675881218
Q6ZMQ8,-0.6304296282660004,-0.2789480219454271,-0.6136076937611175,-0.4609004530019009,1.9838857969744454
A0A1B0GWK0,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
P80404,-0.8666266524570013,0.606920102896381,-0.8895210872981313,1.6766565554734962,-0.5274289186147445
O95477,-0.9677561316955209,1.4833219252258227,0.9124243658920018,-0.6394700351516447,-0.7885201242706581
Q8WWZ4,-0.09646984527384114,-0.6047812415194844,-0.6047812415194842,1.9580664787929813,-0.652034150480171
Q86UK0,-0.13947008178372014,1.7671060698083414,-0.13947008178371897,-0.13947008178372014,-1.3486958244571845
Q86UQ4,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q9BZC7,-0.24796234774003661,1.0899146061072202,-1.045972721023585,-1.045972721023585,1.249993183679986
Q99758,-0.07845675745574679,1.9147949065633245,-0.9348181651721971,-0.2972170657950042,-0.6043029181403775
P78363,-0.3725007717031789,1.9657557440974027,-0.37250077170317847,-0.3725007717031789,-0.8482534289878679
Q8WWZ7,-0.47835170559805906,-0.6346236219203935,-0.6395124021445966,1.9771184649666949,-0.22463073530364586
Q8N139,-0.5366629027042644,-1.0806711286152564,-0.03277036993495522,1.8694770844683621,-0.2193726832138874
Q8IZY2,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
O94911,-0.34386928960070917,-0.5745019328794848,-0.6134601997124512,-0.4592606580741788,1.9910920802668246
Q8IUA7,1.3964046249624043,-0.8390341778721783,-0.7292590384002828,1.0344916541844227,-0.8626030628743664
P08183,1.9998191772564364,-0.5073373484818591,-0.5087007491567415,-0.47395991498518214,-0.5098211646326536
Q9NRK6,-1.0471435026689286,0.3246585579234889,-0.5965849325270909,1.7935986611190564,-0.47452878384652564
O95342,0.15695986850282287,0.15695986850282098,1.3162088362096267,0.15695986850282287,-1.787088441718101
P21439,-0.15149469013608124,-0.6747656137963886,1.9666179376692996,-0.525755590257918,-0.6146020434789113
Q2M3G0,-0.4612846196429855,-0.4612846196429856,-0.46128461964298534,1.9965578634082886,-0.612704004479332
Q9NP58,-0.8398971132177008,1.2881062935998635,-1.07306755478474,1.1151299547463247,-0.4902715803437468
O75027,-1.6068814579861173,0.7112784818213835,1.3450465948470416,-0.2552568366174787,-0.19418678206483023
Q9NUT2,-0.9321994594312835,0.18496861403698434,-0.7909978540069887,1.838702917511349,-0.30047421811006103
Q9NP78,-0.45714703060529044,1.9958015439889212,-0.45714703060529027,-0.45714703060529044,-0.6243604521730506
P33527,-0.8344888888654654,-0.4171086453794746,0.6064676696334736,1.6555595622447143,-1.0104296976332474
Q5T3U5,-1.2662988919101794,0.9372304783239848,-0.3266399808147357,1.375808328004164,-0.7200999336032345
Q96J66,-0.3940629255716083,1.9758972768896732,-0.39406292557160794,-0.3940629255716083,-0.7937085001748494
Q96J65,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q92887,-0.4047234389322628,-0.4047234389322633,1.980309836818011,-0.4047234389322628,-0.7661395200212237
O15438,-0.3408100844093239,-0.3408100844093247,0.028981232003718067,1.835274118156408,-1.182635181341475
O15439,-0.5337772770872935,-0.49277737828413354,1.9987199365070347,-0.5351653381468282,-0.43699994298877987
O15440,-0.8113971514411904,-0.558243576254711,-0.509461268644937,1.9407841956893843,-0.0616821993485456
O95255,0.2088677636181624,1.4779863902587342,-1.0812492937057723,0.5396498917286849,-1.1452547518998084
Q09428,-0.8382906847381785,1.7049531305306551,-0.9538547534154468,0.5318396436336036,-0.44464733601063383
O60706,0.730225708840546,1.6188423206100708,-0.8258199784230271,-0.7169082234532327,-0.8063398275743571
P33897,0.4447395663679314,0.6588903461119953,0.44473956636793377,0.4447395663679314,-1.9931090452157918
Q9UBJ2,-0.6448827470781885,1.938081967373957,-0.6568478441589141,-0.006692219061697944,-0.6296591570751573
P28288,-0.38305443542353745,1.42354305273797,-1.614874039145521,0.4515353526607807,0.12285006917030836
O14678,-0.934258836754227,1.9283741825476242,-0.11332944492214007,-0.5028348168285615,-0.3779510840426949
P61221,-1.817094296726051,0.35878775467335794,1.2287831818124493,-0.014061977546079529,0.24358533778632038
Q8NE71,-1.8650443307740037,0.5813359094522693,0.9998856509410664,-0.12605242503217567,0.4098751954128458
Q9UG63,-1.5690059262400173,1.5834040629903299,-0.09595833745369409,0.13700364485394645,-0.05544344415056331
Q9NUQ8,0.4260141452220975,1.4582853259846233,-0.430175930594283,0.12429799182267351,-1.5784215324351099
P45844,-0.23951913326480415,-1.175908211962566,0.43730957876520654,-0.7130795471555371,1.6911973136177014
Q9UNQ0,1.9836965934046549,-0.5903137801141487,-0.24951312979205895,-0.5710026480825235,-0.5728670354159237
Q9H172,0.021931651678026607,-0.08757250512912557,-0.8086758805956821,1.8435150969155192,-0.9691983628687398
Q9H222,-0.5056124792417633,-0.2550023736261036,-0.5056124792417631,1.9788513824810712,-0.7126240503714435
Q9H221,0.49999999999999856,0.4999999999999961,0.500000000000001,0.49999999999999856,-2.0000000000000013
Q96SE0,1.338866642897301,1.0689619841430067,-0.6541675466067469,-0.6541675466067474,-1.0994935338268146
Q9NUJ1,-1.1273543508967578,0.22872457598678297,-0.9958411669281589,1.6145238386321745,0.2799471032059592
Q8NFV4,-0.6108224511759143,0.7304407158587339,1.602647994812248,-0.7166146807834943,-1.0056515787115734
